Container_ID,Tenant_ID,Requested_CPU,Requested_Memory_MB,Requested_Storage_GB,Requested_Bandwidth_Mbps,Execution_Start_Time_ms,Execution_Finish_Time_ms,Makespan_ms,Server_ID,Available_CPU,Available_Memory_GB,Available_Storage_TB,Available_Bandwidth_Mbps,Power_Consumption_Watts,Inter_Container_Communication_Latency_ms,Routing_Path_Efficiency,Bandwidth_Allocation_Mbps,Active_Switches,Energy_Efficiency_Score,Execution_Cost_$,Resource_Utilization_Efficiency,SLA_Violation_Rate,Power_Consumption_Switches_Watts,Total_Data_Transferred_MB,Optimal
783,17,9,12630,55,182,6592,17772,3007,18,31,44,2,6014,139.47283862891598,6.140767904742754,0.5059833291570635,168,6,0.7091238408152291,74.00818127312309,62.52730294655641,7.256400609426629,31.253389805801266,3217,0
784,12,13,14634,54,19,2724,12627,1800,34,24,142,2,1880,278.78268949008213,1.624343884463908,0.398641335196384,170,6,0.08475947327532185,53.860528665137295,66.72230934391624,12.262151919111794,129.99201285110547,2635,0
785,15,14,3712,10,749,4343,19219,4514,39,62,353,5,3788,120.8203316909904,7.957802515273602,0.11963043951607033,263,6,0.7416088339433383,8.824004518591066,67.07740584615881,17.56432620548406,56.055596487858914,4814,0
786,1,1,8044,177,274,1886,34464,2041,41,50,25,1,7311,351.93861926860325,7.8735083923369675,0.4167086638472298,993,5,0.6934258420162734,92.61552654401319,97.96619522541069,19.109419809903287,62.74770492768379,8437,0
787,14,13,11954,117,447,1721,41232,3779,42,17,121,2,5137,389.2719579986408,2.4494452716185218,0.07276237623962711,906,8,0.2508041325008964,45.61469349641605,89.93065079617256,11.672244322820992,180.665333658028,5063,0
788,6,4,8855,28,769,8678,19488,1824,23,36,182,9,6419,99.6774054124702,2.957796396487059,0.09876905139875125,949,2,0.25283378316516125,36.39704481343481,72.92743857397001,0.8518190794062619,98.7533876116965,6191,0
789,5,10,7906,341,256,4357,45949,1755,7,51,481,7,9969,260.51108541680264,9.38607986804902,0.415916532932716,536,7,0.6288605853445022,62.993782777360295,59.99104601706821,19.38471994534218,84.50434792416175,1126,0
790,11,6,2967,81,676,1870,29981,3399,39,13,272,6,8740,81.89226529469312,8.274147315196833,0.3053814819684637,558,4,0.7621711054836778,67.41641232058099,90.5508055131328,14.117241217925125,147.53549727979626,3765,0
791,4,7,11536,465,555,7751,11901,2995,3,22,310,9,181,319.1821004939011,7.008190627318986,0.9255443258622235,164,1,0.8764856130873655,21.147722911327115,57.859123580418675,6.7192729710730426,182.8266214077533,1386,0
792,13,2,1924,454,508,1497,33444,2839,12,33,292,7,6378,168.98193406834042,0.9141088929549452,0.37570580538027054,495,5,0.8521395638544758,83.71019059651462,60.52311085710017,2.9431540192744676,14.75690388511433,2946,0
793,11,6,403,118,138,2756,29061,2321,7,25,80,5,7099,287.43100557741855,4.240814400935499,0.7578581220721001,441,3,0.9648829941638531,29.064715656871552,68.30066959200755,2.868372244725499,95.16538084552533,8612,0
794,3,7,6676,277,681,2117,13881,3330,49,6,286,9,1506,282.85745422293104,5.637088533560587,0.5302475263662427,36,4,0.5813848953365112,18.74972419884024,94.0174097925995,3.3548881227920546,126.04845765480998,7874,0
795,1,10,12775,454,610,3828,40863,2609,26,40,403,6,7510,465.9594557872102,1.9553717510393918,0.7040856686423355,21,7,0.9086555613403596,40.699345300164296,56.58933343170551,0.9114504322764061,70.52698864393803,2393,0
796,6,14,12345,249,614,2647,16622,1109,33,44,203,6,1580,297.0874501559253,4.537443162871423,0.2601159830153992,76,5,0.8085132732604108,73.08295208165679,56.111709642726304,18.043083773058232,156.75746720341593,1712,0
797,18,10,10398,426,336,7992,12378,2016,37,21,332,4,9371,312.34931587324206,6.050156187138031,0.9419049728383291,551,4,0.8946676243140136,96.54927202613636,74.69874941526331,10.815364656546727,194.58064335135202,576,0
798,10,2,621,310,762,7771,28632,4251,48,14,419,1,3698,230.74390659397113,3.3410291331424524,0.530088496914424,105,1,0.011626601285366633,80.94719831070617,63.82052705468374,13.999188254276744,189.2511995875538,7526,0
799,5,15,15843,99,844,1142,39311,2961,15,51,153,5,8093,477.08582143226755,7.831353707609823,0.8313240712852497,224,6,0.965902991865811,94.04080292925215,78.43639708240799,16.56217018536615,60.53668248218896,9074,0
800,10,2,10122,112,989,3761,16650,3591,2,5,358,9,4283,399.73365924782433,8.420450858224173,0.3650456934761135,203,6,0.4735301628464783,14.146519827245026,72.58183423416118,15.830820126664005,53.00427290312234,2047,0
801,12,10,4787,485,413,4435,18036,2769,41,15,120,8,3780,178.4323806362787,3.3037337473973007,0.10021134905052453,656,7,0.7981829895748429,7.210562206481311,71.74795531756084,17.652112474576832,191.923200894032,3431,0
802,2,7,12942,259,638,7622,33499,4865,7,57,49,8,7744,429.89431359930444,8.402705829475325,0.6737116477208488,299,1,0.12720411933778086,55.81470571447645,55.59864852434966,19.34509245049904,97.13941261197851,5360,0
803,13,12,5586,462,615,8069,48016,1024,32,9,395,5,4410,244.5783620832905,1.125408004419849,0.007759648337424485,553,4,0.3959410958139741,29.100718556099036,57.05248451249201,8.781412294838791,49.57656738609143,6166,0
804,8,1,5766,17,684,5512,15603,1842,4,46,125,9,1858,422.9002145901173,8.393518076364298,0.4752929765655083,894,9,0.2714606630209909,82.82269179963036,91.05392887234251,19.00670933336781,144.32942308977945,7747,0
805,2,8,10994,162,620,2848,38773,3838,20,62,447,3,2699,420.2996307320759,1.6122292735094044,0.19280190266645925,48,6,0.291658770500937,67.23158835309238,94.29413687858721,14.465798966856326,64.0398615417204,5569,0
806,1,11,15131,356,634,3696,30937,1737,36,43,48,3,5716,134.9915840432845,0.9209788098462879,0.6273755044353622,873,2,0.12325561995088175,97.07574358218086,61.73417664426251,1.4133638061615694,60.77692526349994,1693,0
807,5,13,9010,183,368,2717,23632,3104,32,47,369,1,5913,365.5135091226096,6.453576503966011,0.9794198731378522,948,4,0.805763832543007,25.553756337557292,55.67302507623845,13.635662424246908,177.0573181847791,7804,0
808,9,3,12010,352,612,4072,41607,1179,28,32,246,9,3953,180.789336187939,4.772179920977414,0.46440290632064596,948,6,0.00924231458107816,48.629833024087716,52.67083359672553,13.734333192096972,40.871039141611654,6254,0
809,17,11,10937,167,867,3786,37337,1231,13,62,332,6,2392,183.8717014967007,9.088116944087044,0.8174982565256667,215,4,0.3125054569852025,50.1739236947928,80.41488068709484,18.117211275850543,22.234659828584913,356,0
810,9,6,13828,440,727,4791,11220,2917,1,33,281,2,1601,183.35663459626133,3.6955730412994074,0.507784186951121,908,7,0.17441054321641503,23.993761806251886,85.76766062501028,7.458642649401841,61.14542363262058,6612,0
811,11,9,9220,224,26,4871,15818,1342,35,5,197,8,8522,376.50571140197667,2.942807408032524,0.4958400311040241,951,3,0.5890389406083405,59.05033060885198,68.64049946016027,11.698230005436356,125.31962843925872,3091,0
812,15,6,6749,186,283,2806,18349,1476,48,12,355,9,7650,153.42171880664125,5.057275570827564,0.9304234931787778,937,6,0.25425240261454385,44.38427000931603,83.98379337453198,0.2437510202348503,33.38669214662141,1517,1
813,6,9,10485,184,694,2504,16618,2822,30,50,80,9,4350,50.4076258607406,4.613867239109747,0.8899658687466815,564,4,0.25899845452809966,44.72748344338838,85.6479407779763,6.64150484362672,99.60298773259082,7860,0
814,3,7,11871,349,125,4308,38464,3623,36,5,348,2,9490,371.8565840671849,3.5098376575501637,0.7858004651879744,493,3,0.4883381439953187,36.33739113245112,96.76711406984526,1.2448745231756186,129.19405098081074,8065,0
815,17,15,11015,347,870,8117,48344,1454,25,32,16,2,7091,127.03313472580638,6.968038857113453,0.2962557533167841,346,3,0.6526890393409257,1.7912423073109527,53.243681891755365,10.43745945529794,171.26002859270304,4214,0
816,5,9,5695,155,989,6048,29255,2255,16,36,148,7,214,97.01707788852559,7.619662155747692,0.5450084157239405,505,2,0.12130470456516362,52.25731416778742,59.61458616155399,16.348953010139063,53.675222328428326,8401,0
817,12,2,14729,459,702,9263,35299,1288,19,13,95,4,9705,156.88225426732706,8.544541293398353,0.223897233305685,780,3,0.17551145246549615,33.59125878646308,53.426299379849404,4.128853842581379,165.29580144273,2652,0
818,18,12,10021,333,100,2690,12462,2236,1,37,286,1,4506,220.9552350452168,9.731280386632394,0.44391669804653977,258,1,0.2471747445945176,0.23185491153453455,93.39969666680553,10.54882091115557,54.63218961493533,9349,0
819,14,8,12142,487,91,4303,26905,3305,5,47,256,8,9284,264.1578473629403,2.7398963021117946,0.4842130657597906,83,3,0.9737482141179605,30.86357639542701,89.62935800167843,4.080172730215342,138.5856428355317,5507,0
820,11,8,13535,170,333,4113,35920,1529,22,58,43,2,2447,70.05651832068386,7.189325476650619,0.8316400401693309,382,9,0.39715249994292035,27.934970475666727,78.73210353109195,2.4137693569248087,91.82797858166647,4833,1
821,9,2,6767,136,970,8850,27252,3734,24,11,238,3,1141,486.75799968231223,4.003156531407877,0.8960283653249931,840,4,0.5989900906310265,39.40547050704122,54.18317050255916,10.21993583868685,31.78943605194733,2142,0
822,2,12,11739,429,123,7416,45836,3976,43,40,38,5,7027,372.2283740388012,6.8031115223159695,0.41462006239647786,888,3,0.24154281271597788,13.272013765375355,63.66561793268598,1.5829724189945527,145.71005793615126,2281,0
823,12,14,7760,91,778,2504,16753,3276,45,57,511,3,111,195.43732939595125,4.812218734457281,0.017704445073237207,817,8,0.4904595251574879,50.81761408104494,64.88599240292585,11.747092622759787,51.37489752431338,4592,0
824,3,4,1502,494,67,9924,25175,4297,37,63,124,7,8080,193.4137657784288,9.938353717402522,0.8617738397893546,795,1,0.07411917438595805,69.27479121656118,78.03715980077085,0.6267492135345254,43.55845094467238,3658,1
825,3,14,12167,156,163,4924,17191,1595,36,36,122,7,7971,251.84414721580671,7.316131144328424,0.1742786785013607,844,5,0.03474214592232694,63.05553834855179,62.902194701835775,2.1342994373675106,78.08135643198281,9913,0
826,1,15,4095,248,886,9615,28898,4874,36,50,160,2,6475,331.81017024336484,9.529663874299812,0.6218819638903935,880,1,0.4687335268214602,80.39511926216214,53.64799319564774,10.999949709747156,134.12514650430188,3758,0
827,8,11,8807,421,413,5485,29982,1434,4,9,384,7,7198,115.86787996503548,8.366198539863738,0.024970900434131194,711,7,0.39865928751841206,45.25562796990941,86.53811509266497,11.828148257978278,54.459330970219284,2794,0
828,8,15,13464,433,637,9100,25622,1881,36,47,369,6,3776,135.01841619422856,9.038720010517373,0.39950647526056426,147,5,0.13688031969182768,51.95726386093885,64.95401058277056,0.5797386018751616,44.89569236855829,3984,0
829,11,7,2632,93,864,9684,12001,4068,18,43,412,9,6209,436.7455622750979,8.162750052425281,0.9859603021153498,957,2,0.6876014289207337,81.05915389181243,72.61870885116502,11.467535760031168,11.891188885539224,4880,0
830,9,11,3265,122,275,1191,34283,2781,16,48,413,9,5497,165.31471575008266,4.6456753907215225,0.1006936011038031,466,1,0.9929034908992644,42.82734696484194,56.38333174911527,16.77005050647274,99.61218844932748,3384,0
831,5,4,15054,234,324,9690,32435,1401,41,22,154,2,3165,221.0877490888299,2.5927056881341555,0.4236931519996423,823,7,0.39564682119671246,70.18977505496973,90.12741516972898,14.446323545879078,91.44265816988472,6052,0
832,14,4,11441,341,724,5917,38223,3669,18,35,299,7,2136,442.0723329275527,3.76616973696017,0.30714995018995217,832,1,0.6245586359173945,43.51677663492739,78.27659384620287,2.6237020784159726,54.434871291101494,7617,0
833,3,6,9410,387,50,6831,48244,4837,22,30,313,5,3146,348.41652322992013,0.3003387031355094,0.9050881233882643,951,3,0.9629759423644857,41.83184583170511,95.07928131049314,11.849492951272298,20.193911161841243,6262,0
834,5,10,12080,252,114,5322,41024,3135,2,4,495,6,640,203.77034570375974,5.287532357900205,0.8693401079073552,852,6,0.8315349724468752,76.04454189046311,74.77357815326667,13.445050001484269,91.55861617320902,5206,0
835,5,6,2083,152,910,7999,41734,3631,21,46,114,1,176,357.66479557607937,5.100072222677046,0.23769876030622883,453,6,0.46355222330268575,17.5662078550745,97.07128359089398,0.7446240350458355,159.75897110360995,2266,0
836,19,10,15997,50,899,8282,11515,4964,36,55,332,7,3167,58.85744692163617,5.299979601821833,0.08118778705043117,362,7,0.7374894844599194,33.9247385969632,94.5934102190663,17.106953373672454,145.90360495216362,4497,0
837,14,15,7235,432,202,2874,12191,2565,44,36,138,6,123,381.0391970051144,9.742909127223433,0.6271383940611175,803,1,0.12813504025052402,22.49481044701549,78.8229928229617,18.125347945796605,173.55102907343235,7768,0
838,4,3,10061,267,410,5763,43264,4755,39,43,335,4,5234,269.15721823230774,9.123394634202908,0.33636871188370976,420,7,0.5121038554637992,35.975083302462956,96.69467190749316,17.009045467245173,11.820710665499568,3492,0
839,13,15,10088,456,287,9464,17297,1308,47,35,302,1,775,415.93196627800756,1.7009565054680693,0.6720843906060631,687,2,0.27906027717993653,23.114444754365802,66.15443736472761,16.492629359782264,193.6196701928737,3811,0
840,10,9,10664,294,363,2051,38856,3953,39,8,96,9,6768,479.5869434029107,3.751936963403303,0.032119756067814476,799,6,0.1611636878961611,57.98262254555681,68.28210813521056,14.899303969217865,74.86832799921518,5979,0
841,18,12,12760,114,758,8538,19334,1342,29,20,510,4,4367,466.60484727255573,4.297166176686293,0.13339923517748942,547,8,0.42628090625453485,79.83726318152274,52.273897565301844,12.668640625639203,198.1755812574733,1686,0
842,8,10,8825,211,946,8411,35162,1435,26,11,472,2,6088,459.16926955490334,3.669275886731313,0.6863722327726434,991,5,0.13101455443361443,78.6826448156684,79.46004533819266,13.572540099765039,57.99769751433718,9506,0
843,8,14,12662,459,742,7320,17008,1176,21,60,25,8,7752,280.4764801702492,8.00511003967874,0.21237065530249777,462,3,0.6989851081744856,36.51364635842437,86.09619849644668,16.12790586669966,99.5919136398665,7238,0
844,7,11,4541,316,589,3105,18987,1138,17,45,23,2,8780,212.06395136252212,5.287972931689111,0.8575876757624016,428,8,0.4562400440533355,98.87716454883675,88.67595951210515,13.249969167226093,77.2462585493077,7762,0
845,8,2,7166,340,718,1307,41966,1193,16,37,420,5,1585,259.26589612880275,5.763788188019087,0.05859088771013543,459,8,0.5311446325646638,59.426051034109506,57.49081430230517,6.55453913364142,77.5945358489175,7504,0
846,14,6,8817,470,265,8737,14332,4257,31,12,220,6,3759,360.45320149101235,8.544834233980463,0.21548198278557462,594,4,0.146375938668157,40.000090147651655,72.20795361562502,7.519222043227078,170.033598762161,9937,0
847,19,12,14345,275,660,4359,11787,4289,9,59,330,8,2519,447.798999592034,8.078688718812051,0.9985602484850686,124,8,0.13977166109349448,83.57037399621841,58.84316060469578,17.941149367445842,151.81959855009436,9642,0
848,6,7,2452,407,833,4176,49990,4235,31,26,449,1,7840,143.1438363500538,1.408894075920967,0.43307610258679263,60,5,0.5834154352601241,73.01441386299982,83.10636744271244,0.342441715943238,198.50877269370915,8656,1
849,1,12,4003,219,956,2251,20873,2184,14,38,212,1,7243,463.18692130776634,7.1677543824279795,0.7029656635446435,378,5,0.9850097478294463,74.95260614872802,57.8973186210884,13.97641162488564,126.56778971632738,4039,0
850,15,13,9099,60,670,6366,28006,1942,49,53,213,4,3595,416.8311043864501,4.410817676130152,0.18266304885701368,923,3,0.09625058323772562,19.694321038413776,95.20818419780375,19.09555104850431,98.0187548349555,3299,0
851,1,9,6234,127,108,2517,31225,1524,37,10,45,5,856,490.4852068302056,3.017024140318755,0.6098687349855377,692,7,0.28573142856578126,46.88559830611866,61.53173228307067,14.124563399159474,27.114033959909314,9918,0
852,17,13,5863,210,597,7226,47444,4879,2,18,494,9,8548,446.1132979767592,0.5951863269316449,0.7261060683694185,789,9,0.8694591165378875,86.19663026937782,64.57011331441224,19.87823976463564,199.3466697076328,9937,0
853,1,3,1025,386,291,6305,46340,2624,48,56,416,7,1879,175.971798361358,4.923770647419964,0.31447663586651053,524,9,0.07227201225523694,50.453396962112855,92.54531610754998,13.750898110566617,114.79082405713375,7041,0
854,15,10,10869,48,892,6869,16033,4907,46,57,474,7,6587,97.68016010482145,3.618823139172861,0.8288971119758778,219,1,0.8758857213669513,68.37692906776293,72.9233805072862,0.6872605843372215,143.09071924112695,1081,0
855,2,3,1036,37,412,9039,18788,4113,14,23,35,8,9764,100.50848239621487,2.5899790927963684,0.6034175784722833,897,1,0.5242859833747512,58.834579930123034,51.19979729000365,16.540197632938472,87.28105356634916,3652,0
856,14,7,10164,268,118,5891,26689,3962,33,53,63,5,358,181.05049336022424,6.977250123009879,0.3891230096150302,912,5,0.40826677392642585,84.25144309306637,74.72931256013229,5.692598238786381,114.06598455405482,1021,0
857,8,14,6559,93,709,5992,32598,3257,35,28,472,5,4175,326.38267579304267,7.717905334424311,0.5576423933431586,911,1,0.30968056435145586,28.527627892184107,54.22716676900615,8.92114451328882,189.08976905964857,3758,0
858,8,4,14942,463,208,2961,48480,1740,39,6,145,1,8598,411.94414674372763,2.523416238391306,0.5767608474359243,859,4,0.2971171581278419,57.58998026084786,99.26723593436553,6.2418383181416415,41.61969320700452,4095,0
859,19,13,4239,164,312,3863,40703,1861,47,63,308,9,8114,454.6626381417041,0.5895296231255379,0.16553529269386602,822,1,0.3058025824494788,12.411143334179418,79.40557852278012,5.371082124193589,65.55079102274837,7164,0
860,7,8,9759,126,336,7603,11066,4346,20,58,400,6,1218,330.68902296615477,8.502651735595826,0.40273236986696614,904,2,0.8848030809601958,69.05205659227684,62.82663088054892,8.628114073395707,38.89134827782614,5152,0
861,19,13,11807,11,163,5567,18533,1953,2,49,147,9,7731,52.53409073662418,0.19860143792260287,0.3434305880194931,863,2,0.7237952301747855,73.22358705143593,78.18588397738088,7.575028968813475,160.5210217229072,5506,0
862,6,7,15483,102,561,7513,26103,2302,41,27,371,3,3117,133.84254943334008,9.377413689822573,0.40090272257912607,636,4,0.6697230078311506,4.3794483867809415,53.843355169087744,12.666771636851788,21.788599480147617,4377,0
863,6,5,13793,175,654,5005,15616,2274,19,37,69,5,4441,94.87679173401557,6.313436752428788,0.7611105884852579,688,8,0.7987491489520008,67.61151726643571,89.99456521344085,16.263024019750212,25.510013471754277,1574,0
864,3,7,8970,396,414,1183,49498,4381,37,49,393,2,1758,213.4960140060545,3.2862816884930712,0.48253840746667265,444,2,0.257114663004145,41.52754640116206,96.26640269320819,5.941773063744815,66.71388142960005,7198,0
865,7,3,777,409,471,8755,22772,2743,18,25,296,5,8478,275.60794713518567,2.5401313048096887,0.9403161532392643,786,9,0.6180428120817557,12.497277923357267,93.72221941030799,4.274423056440348,107.69575437499213,3867,0
866,19,12,13326,359,141,4358,34849,3880,16,14,402,8,1897,69.52873036035238,0.18915607621830494,0.2936764133584362,236,9,0.46006623895795096,42.04876401507692,67.08788011492814,13.337905417406846,87.19221210632143,6819,0
867,8,2,10768,305,800,7615,23940,3187,4,51,280,2,9216,206.8150891080449,2.431167028407684,0.415703578284929,672,2,0.7824416352001934,19.503869676588614,66.28840598216843,13.406401316615632,18.51509902745338,8694,0
868,10,6,9383,267,883,7797,27932,1791,12,11,485,8,884,130.63085358139517,1.463510185019697,0.7869568104790414,277,1,0.3092561104732855,41.61439725911933,51.754380560815,18.022624785723437,191.9233959954808,9439,0
869,15,2,7825,90,93,9728,40769,1545,29,42,230,4,5791,341.18157481649325,6.160445585159142,0.5460245933207503,125,9,0.6431786168698957,38.49546889305692,82.57001793504584,0.31891372906621696,191.0452088680359,712,0
870,15,3,10678,434,408,8678,35648,2844,7,46,475,1,3296,258.922566195953,1.7488013270786331,0.5470281464244477,609,2,0.8822124118173135,73.86532452991214,76.74523920948974,17.060813242330198,63.07770141574438,7386,0
871,1,6,12488,277,763,6698,43966,2016,14,38,473,5,9652,272.8929411202589,5.3334353916125306,0.053340163005183516,839,8,0.4021504761949287,77.44413426081924,72.96731856636707,10.42004345896714,148.9898669010305,9905,0
872,7,5,6040,428,637,2273,38777,2927,12,52,305,1,8632,242.4613046150575,5.942152581210261,0.3985996627184558,763,3,0.06662208736746145,60.742162573016216,95.38154766673534,12.426041783441978,119.92932816281251,3117,0
873,4,8,4839,244,118,7653,43567,2553,35,49,58,7,662,480.20886971895516,3.050612813634454,0.2707337324217325,369,1,0.5160508223417928,2.3664155340265096,58.393945054142314,1.8274288112282955,55.12057205106857,4888,0
874,6,9,6202,330,230,2096,28174,1056,5,41,89,8,4846,146.63080630470347,0.4471429952853152,0.9993351228311154,338,1,0.34597248780702594,93.1091256791923,50.48331333450912,8.652298657440912,59.81259483090693,7202,0
875,1,11,5197,320,913,9002,24798,3159,17,11,365,3,3099,282.4989169297435,0.46881341808054144,0.30835507063231027,854,2,0.672225380547175,68.65470468163512,53.66582260603827,4.5460481447704755,103.3191031189856,3301,0
876,5,3,6523,310,562,5247,28558,1004,42,57,293,3,1293,381.2078157644012,0.36083858871978436,0.8844965347938635,49,7,0.9510329247486061,3.516125447126765,61.168571891368444,5.0845006016501815,89.65501888449842,852,0
877,1,12,7384,472,377,6314,11178,4481,32,40,341,7,168,300.57998591055315,7.417334204651808,0.6762337350404775,191,6,0.485608317996847,81.90140663149037,51.664277463172844,10.081902293520548,65.3335723639402,7656,0
878,4,10,12145,483,156,4354,31470,2437,10,30,257,4,5779,468.0593985725605,3.2482960776615517,0.34091640919209043,499,2,0.46619023015553385,20.106588856327818,75.14218553215677,16.249119008062248,163.42720329797828,1441,0
879,2,3,11285,366,121,1270,28118,4253,43,31,145,3,2528,220.0857600385779,7.98337184107987,0.5435343783741237,218,4,0.6545848001914603,57.964196838153576,65.7045227616789,14.875618602897124,101.47795435110314,8796,0
880,10,3,12531,222,624,2186,33616,4084,17,43,365,8,6300,258.65411259793007,4.374154956044206,0.8405358799491938,912,2,0.10349750359356769,46.7167735580237,59.02415040340664,11.819999181719076,134.4211318539343,7114,0
881,5,13,2717,71,567,7305,11798,2362,5,37,209,3,5496,89.83504184662779,4.584681198216642,0.8833682980309119,282,1,0.25350618892501464,42.04189435727216,87.50420374743311,10.78836385506934,45.96196503189634,6855,0
882,10,13,14547,58,933,3398,18601,2820,45,35,47,7,7093,324.04959997336783,5.17753776484478,0.16039387500614521,128,3,0.9189793255003985,88.98240064042731,60.2225663116265,8.546120864689799,111.36645587813248,3582,0
883,1,6,14292,136,503,7995,36363,2282,42,18,121,2,3698,179.69538580164772,7.159011418113528,0.3395731412081696,391,4,0.6699426133637663,43.79239302710521,84.38025504968965,19.454199471227728,70.41544939485809,7828,0
884,6,15,11691,232,514,8299,13795,3137,9,47,415,1,9135,122.13906778200598,2.8076783717141,0.33522318021357167,955,5,0.013444043983416254,7.626877345557759,67.46324529238194,11.203851084684667,110.01858597502687,5665,0
885,13,15,11807,418,484,5182,42926,3663,49,20,219,6,673,295.03908180702865,1.3037147603819164,0.04204479607594469,545,5,0.20462547255901986,94.66920884877376,75.59138803312773,5.079327966244442,158.35690834807636,7711,0
886,15,1,16050,288,845,3230,48356,3938,33,36,16,8,4314,289.5396185209598,5.604967618395468,0.5982377598518965,267,7,0.682837266028899,92.06146960083879,96.693351992566,4.601815840800791,156.09350991733973,8030,0
887,4,7,941,417,899,7511,18297,3745,36,50,260,1,7736,84.14223855082139,3.337078470103119,0.854820052992188,492,8,0.7643992025625742,68.47482568920171,51.86758174079064,12.227060615502836,77.30192882651242,6617,0
888,13,12,2416,303,280,1128,14084,2273,36,49,87,9,1578,364.19695407251277,4.48066400531357,0.3815743878255178,518,9,0.8398595726740419,46.8424635603893,75.0132253738731,10.456550546218574,141.91265224513143,2522,0
889,15,1,7287,293,430,4672,41329,4326,18,55,447,3,9805,330.6974857928838,6.504772412539324,0.740035944984177,101,7,0.2921768033820449,9.376661347057775,92.72114801638091,0.1539560590942557,188.84509057491263,8965,0
890,8,14,12436,286,906,5765,22110,4659,9,57,321,3,6227,135.05777723592374,4.991844837298579,0.6277004136007399,988,5,0.9310285962775626,79.09573704588986,79.39871241851742,16.601307443915587,128.8771726857322,6085,0
891,5,5,12514,447,716,4970,11731,3945,29,19,412,4,9260,261.24568796931976,6.240760289298344,0.3756487354930008,170,9,0.5529468935778924,7.640243650960493,63.84352584825783,14.082447084648692,38.197923442701054,7047,0
892,15,15,14713,116,376,8545,12129,4018,14,32,30,1,6776,374.14531241535195,5.4875800209249155,0.14105979949229708,158,8,0.6965390223878929,6.953238391025051,69.88405675725171,13.236585793562071,139.14463956302808,8884,0
893,4,10,10015,155,289,6552,39022,2131,25,12,68,9,2296,288.2460832435744,7.423984082167381,0.7093238527759673,126,9,0.596738862779908,53.78464585969288,84.01328143642873,1.375613153953179,29.93183340636915,7735,0
894,12,13,5597,429,292,1627,12605,1667,15,36,443,3,9803,227.9700842826066,7.088772515345037,0.8545651689412405,467,8,0.12274005467462046,16.09681119444556,94.54059471569016,7.241117003449828,175.70097767067517,3768,0
895,13,8,16246,108,49,7589,22970,3641,6,63,23,4,8266,195.05230613642465,5.38847992890533,0.6858544924014919,574,6,0.9631146593848798,0.8722537073008635,52.05331868733058,18.707645214655724,108.16549420236865,6562,0
896,2,4,294,438,968,3044,40265,3636,42,52,345,1,8946,324.6772399898241,6.821139906511098,0.017878484034818065,823,4,0.12287557989415265,42.369031756479046,53.57694109451882,17.251784826827276,83.17673989920011,3238,0
897,19,5,10992,384,198,3341,43330,3532,29,32,61,4,6150,472.59891423960823,8.748240062498866,0.21623289439099125,54,9,0.2548819564111836,13.808001437845588,66.25257618047938,5.710858757390669,20.83125298344155,4609,0
898,19,4,5131,82,173,6884,13933,4029,15,16,340,1,4750,352.2851782148675,4.3794857491028685,0.06947998488353191,786,9,0.8136278802229802,16.135489986541057,61.63898422187395,3.141177681982774,82.34890957250084,2600,0
899,4,12,1512,446,998,9185,26187,4019,29,24,129,5,8584,83.63565663634198,4.186354420213057,0.5703860995762268,783,9,0.6185969615011014,7.783372809659932,63.2465443111203,8.98175914337154,181.60926690399998,2893,0
900,4,12,11438,495,545,1249,36791,2281,4,61,162,5,4626,257.3082380669602,7.666031646438563,0.7564776788404124,828,3,0.838149165376357,20.588865996988634,61.06349993129405,7.1166075733532175,13.986769294397604,4393,0
901,11,14,7953,131,545,3925,35900,3686,18,24,510,7,4512,450.8708591797824,5.8672829867157406,0.11057918706865943,243,3,0.5157361883740449,71.5768695594615,59.79125244275789,13.64452753411982,100.18314997854293,5499,0
902,5,4,2452,39,13,6043,16074,1996,49,8,181,8,5543,92.50809161048909,0.8029671242036267,0.8383378205933852,384,6,0.37699323536663487,80.91183799105735,56.53119834346459,19.32869620168639,186.92003731101823,399,0
903,11,12,11916,197,844,1974,37426,2926,44,13,394,4,9880,494.9940704618945,8.931908955341704,0.5555089783954832,556,6,0.9218454995477849,45.30811103852714,96.6977065897619,7.2600289996512295,85.019789955354,2006,0
904,10,8,7421,373,299,8192,11893,1281,39,9,154,7,8887,477.0812271404396,0.4047527121526374,0.6899690121417249,859,6,0.03625231751479485,50.70472620655363,57.20947319530765,1.24448345304484,91.35338061780858,2585,0
905,8,2,11156,363,962,3672,45158,4033,16,59,132,4,2693,85.22351632844413,7.509123926476456,0.9714018486086462,958,5,0.8561302203530459,3.36223795596084,60.22018873827681,17.952280166847704,119.92641048783278,7559,0
906,6,1,16253,297,442,8279,30773,4159,11,54,314,3,9207,470.0359942022997,7.6120620127726975,0.08368098824769732,924,5,0.23081778518778162,7.0246945109945536,62.31328619903928,0.7589946047974161,97.95809337966486,8498,0
907,6,3,14471,460,480,8531,15239,2227,14,60,291,6,6952,213.409665616758,9.535799744291111,0.9012240229777893,206,2,0.8487363277539678,25.831015792386744,96.65074365652103,19.05531794306666,42.03432133513496,6220,0
908,8,9,557,204,190,9662,31863,3063,3,16,419,4,6729,430.1191251841381,0.6359306431829754,0.1261026959874093,34,7,0.1391966134168856,54.435452229243445,87.78570668005423,13.291588560180795,13.525552423273478,8585,0
